n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
367846,374148,seed=374248 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.16615408879426,367846,36,15162,152172,152172,2.417304103251584,12,2.0,1,355,218.084108,0.895668,25.278329,191.910111
367412,374148,seed=374249 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.149562701387518,367412,39,9105,152070,152070,2.416071545998553,13,2.0,1,379,212.329797,0.797426,24.858883,186.673488
371203,374148,seed=374250 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,10.57249305869439,371203,36,123516,154870,154870,2.3968683411893847,12,2.0,1,382,313.480548,0.918223,25.751912,286.810413
366821,374148,seed=374251 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.785477328936521,366821,31,7697,151625,151625,2.4192646331409726,13,2,1,315,212.589236,0.882582,25.119084,186.58757
368035,374148,seed=374252 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.370619557234289,368035,37,14631,152496,152496,2.4134075647885846,12,2.0,1,379,212.639054,0.853506,25.170023,186.615525
368015,374148,seed=374253 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.553886885170513,368015,39,12175,152217,152217,2.4176997313046504,12,2,1,371,213.299231,0.872681,25.31872,187.10783
367332,374148,seed=374254 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.946115750375386,367332,39,5391,151844,151844,2.4191406970311635,12,2.0,1,333,213.692766,0.861314,25.273471,187.557981
368824,374148,seed=374255 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.611490196078432,368824,32,75084,153000,153000,2.4106143790849672,13,2.0,1,366,212.952147,0.900278,25.509827,186.542042
367893,374148,seed=374256 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.269385960883628,367893,34,15527,152417,152417,2.4137268152502673,12,2,1,336,213.200702,0.945194,25.800035,186.455473
370285,374148,seed=374257 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,10.781779344643333,370285,36,102327,154023,154023,2.4040889996948507,12,2,1,366,299.778909,0.976465,25.722865,273.079579
